country,year,sotu_sent_pn,sotu_sent_ab,ungd_sent_pn,ungd_sent_ab,ungd_wl,sotu_wl,sotu_econ,ungd_econ,sotu_secu,ungd_secu
CHN,2006,NA,NA,0.23593287265547877,0.3010858835143139,7.645607107601185,NA,NA,0.04343534057255676,NA,0.04738400789733465
CHN,2007,0.16698601264610077,0.20741521364246024,0.20675105485232068,0.2607594936708861,7.571308016877637,7.7218815865108255,0.06917033914543017,0.046413502109704644,0.016478252538800538,0.029535864978902954
CHN,2008,NA,NA,0.1551155115511551,0.2871287128712871,7.475247524752476,NA,NA,0.052805280528052806,NA,0.0231023102310231
CHN,2009,NA,NA,0.1364190012180268,0.292326431181486,7.8550548112058465,NA,NA,0.1023142509135201,NA,0.057247259439707675
CHN,2010,NA,NA,0.1977401129943503,0.24858757062146894,7.3940677966101696,NA,NA,0.096045197740113,NA,0.011299435028248588
CHN,2011,NA,NA,0.15701325889741802,0.27145847871598044,7.568039078855548,NA,NA,0.08094905792044661,NA,0.02372644801116539
CHN,2012,0.1700547993636203,0.21742973307406752,0.1574750830564784,0.26245847176079734,7.669102990033222,7.693919038359555,0.06328442637440339,0.053820598006644516,0.01732366978964115,0.03255813953488372
CHN,2013,NA,NA,0.13945578231292516,0.23129251700680273,7.531462585034014,NA,NA,0.05952380952380952,NA,0.02891156462585034
CHN,2014,NA,NA,0.11495246326707001,0.31201382886776147,7.397579948141746,NA,NA,0.018150388936905792,NA,0.06482281763180639
CHN,2015,NA,NA,0.16180904522613065,0.3306532663316583,7.4361809045226135,NA,NA,0.04120603015075377,NA,0.04020100502512563
CHN,2016,NA,NA,0.14285714285714285,0.2670807453416149,7.63265306122449,NA,NA,0.09139307897071872,NA,0.030168589174800354
CHN,2017,0.16499595796281324,0.2299919159256265,0.18498659517426275,0.26005361930294907,7.590705987488829,7.532740501212611,0.04801940177849636,0.040214477211796246,0.0185125303152789,0.04289544235924933
GHA,1970,NA,NA,0.0878105141536684,0.2553437319468515,7.880993645291739,NA,NA,0.04563835932986713,NA,0.017908723281340265
GHA,1971,NA,NA,0.10238353196099675,0.2659804983748646,7.7697724810400866,NA,NA,0.04333694474539545,NA,0.02437703141928494
GHA,1972,NA,NA,0.06594594594594595,0.2518918918918919,7.488108108108108,NA,NA,0.03945945945945946,NA,0.024864864864864864
GHA,1973,NA,NA,0.02735810534912209,0.27480604328297265,7.455696202531645,NA,NA,0.02000816659861168,NA,0.03225806451612903
GHA,1974,NA,NA,0.043593833067517275,0.2817650186071239,7.474747474747475,NA,NA,0.02073365231259968,NA,0.03349282296650718
GHA,1975,NA,NA,0.06988120195667366,0.2613556953179595,7.52900069881202,NA,NA,0.008385744234800839,NA,0.019566736547868623
GHA,1976,NA,NA,0.041103017689906346,0.27419354838709675,7.612903225806452,NA,NA,0.01768990634755463,NA,0.03173777315296566
GHA,1977,NA,NA,0.06728160607704829,0.26370048833423765,7.626153011394465,NA,NA,0.015735214324470972,NA,0.0341833966359197
GHA,1978,NA,NA,0.02731958762886598,0.272680412371134,7.475257731958763,NA,NA,0.021134020618556702,NA,0.03865979381443299
GHA,1979,NA,NA,0.03194726166328601,0.22768762677484786,7.695740365111562,NA,NA,0.048174442190669374,NA,0.016227180527383367
GHA,1980,NA,NA,0.06873760740251157,0.3146067415730337,7.636483807005948,NA,NA,0.01982815598149372,NA,0.0449438202247191
GHA,1981,NA,NA,0.04955223880597015,0.3194029850746269,7.690746268656716,NA,NA,0.031044776119402984,NA,0.03402985074626866
GHA,1982,NA,NA,0.014011799410029498,0.28982300884955753,7.421828908554573,NA,NA,0.03982300884955752,NA,0.03761061946902655
GHA,1983,NA,NA,0.00245398773006135,0.30920245398773005,7.58159509202454,NA,NA,0.02392638036809816,NA,0.04478527607361963
GHA,1984,NA,NA,0.04105775922059847,0.2874043145441893,7.707724425887265,NA,NA,0.03479471120389701,NA,0.04036186499652053
GHA,1985,NA,NA,0.015041782729805013,0.30362116991643456,7.6016713091922,NA,NA,0.017827298050139277,NA,0.03899721448467967
GHA,1986,NA,NA,0.02336448598130841,0.2908878504672897,7.650700934579439,NA,NA,0.029789719626168224,NA,0.03271028037383177
GHA,1987,NA,NA,0.02704443013522215,0.25627817128139085,7.633612363168062,NA,NA,0.04829362524146812,NA,0.027688345138441726
GHA,1988,NA,NA,0.040948275862068964,0.27227011494252873,7.683908045977011,NA,NA,0.04597701149425287,NA,0.032327586206896554
GHA,1989,NA,NA,0.034597471723220224,0.2860944777112442,7.507651363938789,NA,NA,0.054557551563539586,NA,0.036593479707252165
GHA,1990,NA,NA,0.049529780564263326,0.25517241379310346,7.607523510971787,NA,NA,0.04326018808777429,NA,0.02821316614420063
GHA,1991,NA,NA,0.04025423728813559,0.259180790960452,7.613700564971752,NA,NA,0.05508474576271186,NA,0.048728813559322036
GHA,1992,NA,NA,-0.002748763056624519,0.33699835074216605,7.529411764705882,NA,NA,0.026388125343595383,NA,0.05497526113249038
GHA,1993,NA,NA,0.06147540983606557,0.29918032786885246,7.536885245901639,NA,NA,0.021311475409836064,NA,0.056557377049180325
GHA,1994,NA,NA,0.079476861167002,0.306841046277666,7.754527162977867,NA,NA,0.028169014084507043,NA,0.059356136820925554
GHA,1995,NA,NA,0.11565420560747663,0.316588785046729,7.691588785046729,NA,NA,0.017523364485981307,NA,0.04672897196261682
GHA,1996,NA,NA,0.08063175394846218,0.228595178719867,7.822111388196176,NA,NA,0.022443890274314215,NA,0.0656691604322527
GHA,1997,NA,NA,0.050199203187251,0.2685258964143426,7.8701195219123505,NA,NA,0.043824701195219126,NA,0.043824701195219126
GHA,1998,NA,NA,0.05752636625119847,0.2665388302972196,7.570469798657718,NA,NA,0.023010546500479387,NA,0.038350910834132314
GHA,1999,NA,NA,0.041928721174004195,0.2278127183787561,7.795248078266946,NA,NA,0.0286512928022362,NA,0.0517120894479385
GHA,2000,NA,NA,0.10689388071262587,0.2525174283501162,7.701238390092879,NA,NA,0.034055727554179564,NA,0.04721362229102167
GHA,2001,NA,NA,0.1261682242990654,0.2538940809968847,7.7601246105919,NA,NA,0.0514018691588785,NA,0.06542056074766354
GHA,2002,NA,NA,0.07294429708222812,0.2639257294429708,7.5092838196286475,NA,NA,0.05305039787798409,NA,0.010610079575596816
GHA,2003,NA,NA,0.08713692946058091,0.2752420470262794,7.70954356846473,NA,NA,0.04426002766251729,NA,0.03872752420470263
GHA,2004,NA,NA,0.04888888888888889,0.24888888888888888,7.693333333333333,NA,NA,0.042222222222222223,NA,0.03333333333333333
GHA,2005,NA,NA,0.0783132530120482,0.25903614457831325,7.548192771084337,NA,NA,0.0391566265060241,NA,0.02710843373493976
GHA,2006,NA,NA,0.10778443113772455,0.26047904191616766,7.709580838323354,NA,NA,0.019461077844311378,NA,0.05089820359281437
GHA,2007,NA,NA,0.09350649350649351,0.24155844155844156,7.576623376623377,NA,NA,0.045454545454545456,NA,0.03896103896103896
GHA,2008,0.08794674141555711,0.16082690960056062,0.10801963993453355,0.2225859247135843,7.600654664484452,7.294674141555712,0.07778556412053259,0.08346972176759411,0.003854239663629993,0.008183306055646482
GHA,2009,NA,NA,0.08190709046454768,0.30684596577017115,7.645476772616137,NA,NA,0.0745721271393643,NA,0.023227383863080684
GHA,2010,NA,NA,0.05322128851540616,0.29971988795518206,7.607843137254902,NA,NA,0.0546218487394958,NA,0.028011204481792718
GHA,2011,0.051929824561403506,0.16140350877192983,0.13658536585365855,0.24146341463414633,7.503658536585366,7.005964912280702,0.0712280701754386,0.032926829268292684,0.015789473684210527,0.04878048780487805
GHA,2012,0.06102494942683749,0.16217127444369522,0.10801781737193764,0.27728285077951004,7.403118040089087,6.952124072825354,0.07012811867835468,0.0378619153674833,0.013486176668914362,0.03229398663697105
GHA,2013,0.08814251252551494,0.1838931156058638,0.052915766738660906,0.2408207343412527,6.960043196544277,7.454629801447393,0.06884394136203377,0.04967602591792657,0.010762664687326035,0.03347732181425486
GHA,2014,0.061218243036424855,0.14304662789511274,0.04766269477543538,0.25481209899175067,7.0311640696608615,7.205285174982144,0.08478726660544843,0.032080659945004586,0.006529945923885318,0.031164069660861594
GHA,2015,0.062066613618278955,0.13754689098556325,0.036251105216622455,0.21308576480990274,6.948717948717949,7.040127316130499,0.061952938501761964,0.032714412024756855,0.0064794816414686825,0.01856763925729443
GHA,2016,0.04601042502004812,0.1308139534883721,0.08132147395171538,0.25921219822109276,7.012071156289708,7.023957497995188,0.06716118684843625,0.04637865311308768,0.007117080994386528,0.03176620076238882
GHA,2017,0.0774935113088617,0.19985168705969597,0.11885895404120443,0.2583201267828843,7.0950871632329635,7.161290322580645,0.08157211716722285,0.028526148969889066,0.012235817575083427,0.020602218700475437
GHA,2018,0.082291363768537365,0.20383832509450422,NA,NA,NA,7.0619366094795,0.056411747601046815,NA,0.012212852573422507,NA
PHL,1935,0.05843801201529219,0.21900600764609504,NA,NA,NA,7.735117422173675,0.025669033315128344,NA,0.04860731840524304,NA
PHL,1936,0.05056980056980057,0.16809116809116809,NA,NA,NA,7.492521367521367,0.07336182336182336,NA,0.014957264957264958,NA
PHL,1937,0.10693359375,0.20166015625,NA,NA,NA,7.6669921875,0.0400390625,NA,0.005859375,NA
PHL,1938,0.02682701202590194,0.20259019426456984,NA,NA,NA,7.047178538390379,0.15263644773358,NA,0.0037002775208140612,NA
PHL,1939,0.10303030303030303,0.18484848484848485,NA,NA,NA,7.7868686868686865,0.08383838383838384,NA,0.013636363636363636,NA
PHL,1940,0.019279128248113998,0.16848281642917015,NA,NA,NA,7.756915339480302,0.08005029337803855,NA,0.006705783738474434,NA
PHL,1941,0.04419889502762431,0.13303867403314917,NA,NA,NA,7.69767955801105,0.08088397790055249,NA,0.010607734806629835,NA
PHL,1945,0.03405405405405405,0.27297297297297296,NA,NA,NA,7.422702702702702,0.0075675675675675675,NA,0.03891891891891892,NA
PHL,1946,0.008830497523153133,0.1949170794744777,NA,NA,NA,7.558690501830713,0.07839758776653026,NA,0.03015291837174241,NA
PHL,1947,0.05566218809980806,0.1854126679462572,NA,NA,NA,7.615355086372361,0.06756238003838771,NA,0.03147792706333973,NA
PHL,1948,0.04673762147154095,0.2156409069875058,NA,NA,NA,7.211938917167978,0.08722813512262842,NA,0.026839426191577972,NA
PHL,1949,0.084491587417703,0.1964155084125823,NA,NA,NA,7.634235552304316,0.09473299195318215,NA,0.015362106803218726,NA
PHL,1950,0.03561887800534283,0.16028495102404275,NA,NA,NA,7.528940338379341,0.0917186108637578,NA,0.019590382902938557,NA
PHL,1951,0.07892882311486962,0.2339675828047921,NA,NA,NA,7.632840028188865,0.06483439041578576,NA,0.03946441155743481,NA
PHL,1952,0.047067088162978575,0.19880576044959605,NA,NA,NA,7.545486476993326,0.07481559536354057,NA,0.020021074815595362,NA
PHL,1953,0.054312145628170695,0.1378692927484333,NA,NA,NA,7.372724559832886,0.11339898537749925,NA,0.013130408833184124,NA
PHL,1954,0.06045156591405681,0.2381646030589949,NA,NA,NA,7.615440640932265,0.0968681718863802,NA,0.009468317552804079,NA
PHL,1955,0.09893871961656966,0.17699418007531667,NA,NA,NA,7.530297843204382,0.10510099281068128,NA,0.013009243409791168,NA
PHL,1956,0.09325210871602624,0.1429240862230553,NA,NA,NA,7.389878163074039,0.1049671977507029,NA,0.005154639175257732,NA
PHL,1957,0.09327266818329542,0.13617159571010726,NA,NA,NA,7.346766330841729,0.10172245693857654,NA,0.012674683132921676,NA
PHL,1958,0.05467625899280575,0.13381294964028778,NA,NA,NA,7.829016786570744,0.0985611510791367,NA,0.010551558752997603,NA
PHL,1959,0.0586427051312367,0.16174036415228185,NA,NA,NA,7.491369117994798,0.10191534641759281,NA,0.010640813431071176,NA
PHL,1960,0.09859604339502234,0.15603063178047225,NA,NA,NA,7.455966815571155,0.10082961072112316,NA,0.009253350350989151,NA
PHL,1961,0.08053166536356529,0.16497263487099295,NA,NA,NA,7.446181912952828,0.10320562939796717,NA,0.011727912431587178,NA
PHL,1962,0.07875833760903027,0.15315546434068752,NA,NA,NA,7.540790148794254,0.11749615187275526,NA,0.002052334530528476,NA
PHL,1963,0.07237838747685575,0.17875778488469954,NA,NA,NA,7.51102507995287,0.0814677663692981,NA,0.012287493687931325,NA
PHL,1964,0.1407907425265188,0.36065573770491804,NA,NA,NA,7.343297974927676,0.058823529411764705,NA,0.009643201542912247,NA
PHL,1965,0.07297003570874087,0.14904517931998137,NA,NA,NA,7.223102002794597,0.0855457227138643,NA,0.008228535941623972,NA
PHL,1966,0.024263431542461005,0.2391681109185442,NA,NA,NA,7.527440785673021,0.06643558636626228,NA,0.01733102253032929,NA
PHL,1967,0.03948772678762007,0.18951059612745846,NA,NA,NA,7.405244701936271,0.10306449153834427,NA,0.011587132184784266,NA
PHL,1968,0.06334841628959276,0.13725490196078433,NA,NA,NA,7.392659627953746,0.10281548516842634,NA,0.01608848667672197,NA
PHL,1969,0.02545564090977557,0.15710197318873323,NA,NA,NA,7.391323994577497,0.08691067931917458,NA,0.012803133001958126,NA
PHL,1970,0.05052099778970635,0.18882222923902747,0.045278137128072445,0.2652005174644243,7.5717981888745145,7.512314493211241,0.07799179033785918,0.02328589909443726,0.023208083359646352,0.02328589909443726
PHL,1971,0.03823921742996887,0.15236401363568994,0.06443514644351464,0.18326359832635983,7.630125523012552,7.357640432784941,0.0970801837853861,0.029288702928870293,0.006817844968133985,0.01799163179916318
PHL,1972,0.020371091215777865,0.1623199688594784,0.09583333333333334,0.2635416666666667,7.463541666666667,7.461268976255353,0.08758271701050993,0.023958333333333335,0.020630595562475672,0.0265625
PHL,1973,0.02238209432454037,0.1606714628297362,0.09358417752050169,0.23347805113362277,7.586107091172214,7.255395683453237,0.0903277378097522,0.025566811384466957,0.009992006394884092,0.023154848046309694
PHL,1974,0.013447782546494993,0.1759656652360515,0.022637795275590553,0.21358267716535434,7.545767716535433,7.240629470672389,0.055221745350500714,0.031496062992125984,0.02317596566523605,0.020177165354330708
PHL,1975,0.015378221113881962,0.20989193682460516,0.1041041041041041,0.21421421421421422,7.677677677677678,7.386533665835412,0.06151288445552785,0.03803803803803804,0.01371571072319202,0.014014014014014014
PHL,1976,0.04066985645933014,0.14413875598086123,0.04304828388598022,0.2571262361838278,7.554973821989528,7.42165071770335,0.08582535885167464,0.014543339150668994,0.01076555023923445,0.03374054682955206
PHL,1977,0.042354934349851756,0.17619652689538332,0.09914712153518124,0.2420042643923241,7.67590618336887,7.102498941126641,0.09572215163066497,0.014925373134328358,0.008047437526471834,0.024520255863539446
PHL,1978,0.04470021413276231,0.20529978586723768,0.04318936877076412,0.21926910299003322,7.417774086378738,7.605995717344753,0.038276231263383295,0.018272425249169437,0.00936830835117773,0.03737541528239203
PHL,1979,-0.0025404890441409972,0.1340107970784376,0.028284671532846715,0.23448905109489052,7.110401459854015,7.443315338202604,0.10352492854874563,0.013686131386861315,0.007939028262940616,0.028284671532846715
PHL,1980,0.06334841628959276,0.16189039718451484,0.030217186024551465,0.26817752596789424,7.441926345609065,7.005027652086476,0.09703368526897939,0.016052880075542966,0.01860231271995978,0.036827195467422094
PHL,1981,0.06385932438685793,0.13882461823229986,0.004338394793926247,0.2588575560375994,7.386117136659436,7.647385469689958,0.07080055529847293,0.021691973969631236,0.004627487274409995,0.046999276934201015
PHL,1982,0.0027159152634437804,0.15154807170016296,0.10762800417972831,0.2560083594566353,7.471264367816092,7.483976099945682,0.03530689842476915,0.006269592476489028,0.00977729494839761,0.024033437826541274
PHL,1983,0.03766025641025641,0.17227564102564102,0.04007633587786259,0.2366412213740458,7.564885496183206,7.300480769230769,0.07692307692307693,0.015267175572519083,0.003205128205128205,0.04770992366412214
PHL,1984,0.03861003861003861,0.22614451185879758,0.04971857410881801,0.3030018761726079,7.587242026266416,7.523441809156095,0.09652509652509653,0.04409005628517824,0.013789299503585218,0.06566604127579738
PHL,1985,0.036328871892925434,0.19694072657743786,0.07339927121290994,0.2545549193128579,7.408641332639251,7.169534735500319,0.10739324410452518,0.07756376887038001,0.017208413001912046,0.03331598125976054
PHL,1986,NA,NA,0.06818181818181818,0.3984848484848485,7.224242424242425,NA,NA,0.0015151515151515152,NA,0.02878787878787879
PHL,1987,0.05176470588235294,0.2823529411764706,0.06451612903225806,0.32014607425441266,7.595252586731589,7.247843137254902,0.0596078431372549,0.017650639074863056,0.022745098039215685,0.03956177723676202
PHL,1988,0.04768683274021352,0.23701067615658364,-0.0475785896346644,0.27187765505522515,6.931180968564147,7.232740213523131,0.07259786476868327,0.10195412064570943,0.015658362989323844,0.013593882752761258
PHL,1989,0.04783599088838269,0.2422171602126044,0.003076923076923077,0.24512820512820513,6.969230769230769,7.408504176157935,0.08959757023538345,0.09743589743589744,0.017463933181473046,0.011282051282051283
PHL,1990,0.06656346749226007,0.2043343653250774,0.017777777777777778,0.28888888888888886,7.073333333333333,7.1536377708978325,0.05804953560371517,0.043333333333333335,0.011996904024767802,0.04111111111111111
PHL,1991,0.0514018691588785,0.2917222963951936,0.07110091743119266,0.20871559633027523,7.338302752293578,7.238985313751669,0.0267022696929239,0.005733944954128441,0.012016021361815754,0.016055045871559634
PHL,1992,0.028841111693759833,0.20503408495018352,0.10420711974110032,0.2686084142394822,7.528155339805825,7.316203460933403,0.06974305191400104,0.02977346278317152,0.02149973780807551,0.0343042071197411
PHL,1993,0.08627678054429647,0.22177185871453386,-0.016366612111292964,0.24713584288052373,7.552373158756137,7.489287782281413,0.08859293572669369,0.04091653027823241,0.008106543138390272,0.03764320785597381
PHL,1994,0.05662983425414365,0.21593001841620627,0.09230769230769231,0.25034965034965034,7.734265734265734,7.235267034990792,0.09806629834254144,0.03986013986013986,0.007366482504604052,0.044055944055944055
PHL,1995,0.06058673469387755,0.22130102040816327,0.06289881494986327,0.2488605287146764,7.802187784867821,7.238520408163265,0.08035714285714286,0.03646308113035551,0.02614795918367347,0.054694621695533276
PHL,1996,0.07050976655550262,0.19056693663649357,0.02846441947565543,0.21423220973782772,7.4823970037453185,7.338732729871367,0.07193901858027632,0.045692883895131084,0.022391615054787994,0.0696629213483146
PHL,1997,0.07169192953707497,0.15116755428103237,0.07985803016858918,0.2839396628216504,7.37888198757764,7.2843097091356,0.07046292503072511,0.0354924578527063,0.010241704219582138,0.055900621118012424
PHL,1998,-0.02021174205967276,0.10202117420596728,0.048115477145148355,0.27105052125100243,7.467522052927025,6.6717998075072185,0.05245428296438884,0.034482758620689655,0.011549566891241578,0.04891740176423416
PHL,1999,-0.002472624514305899,0.21229247615683505,0.12657166806370496,0.2958927074601844,7.516345347862531,6.8357470858353935,0.08760155422112328,0.051969823973176864,0.015895443306252206,0.04107292539815591
PHL,2000,-0.007695126419934042,0.22022718944668376,0.0782967032967033,0.2733516483516483,7.153846153846154,7.145840967387321,0.06266031513374863,0.046703296703296704,0.03444485159399047,0.03983516483516483
PHL,2001,0.010942463819272856,0.13660430638898693,-0.09927007299270073,0.31532846715328466,7.137226277372263,6.84680550653018,0.07306741969643488,0.08467153284671533,0.018002117896223083,0.059854014598540145
PHL,2002,0.01818181818181818,0.23030303030303031,0,0.2931785195936139,7.537010159651669,6.789393939393939,0.03383838383838384,0.0783744557329463,0.04494949494949495,0.06821480406386067
PHL,2003,0.018411967779056387,0.11047180667433831,0.1310592459605027,0.289048473967684,7.6014362657091565,6.66283084004603,0.04372842347525892,0.02154398563734291,0.02819332566168009,0.07540394973070018
PHL,2004,0.04059652029826015,0.22949461474730737,0.05847953216374269,0.2729044834307992,7.287524366471735,6.940347970173985,0.05550952775476388,0.049707602339181284,0.016570008285004142,0.05165692007797271
PHL,2005,0.05654761904761905,0.23511904761904762,0.04158215010141988,0.2829614604462475,7.476673427991886,7.0788690476190474,0.06101190476190476,0.04158215010141988,0.023809523809523808,0.029411764705882353
PHL,2006,0.059082892416225746,0.1437389770723104,0.12426900584795321,0.24707602339181287,7.489766081871345,6.669753086419753,0.05335097001763668,0.03508771929824561,0.009259259259259259,0.043859649122807015
PHL,2007,0.08047411104179664,0.16781035558328133,0.15119760479041916,0.21107784431137724,7.399700598802395,6.74235807860262,0.047411104179663134,0.07784431137724551,0.015595757953836557,0.020958083832335328
PHL,2008,0.018852459016393444,0.15,0.07633587786259542,0.25190839694656486,7.015267175572519,6.56844262295082,0.06639344262295081,0.1049618320610687,0.004508196721311476,0.02862595419847328
PHL,2009,-0.002275830678197542,0.1843422849340009,0.02761795166858458,0.285385500575374,7.513233601841197,6.613108784706418,0.059626763768775605,0.06329113924050633,0.014110150204824761,0.05063291139240506
PHL,2010,0.007494379215588309,0.06495128653509867,0.11933174224343675,0.2911694510739857,7.570405727923628,6.4673994504121906,0.0412190856857357,0.016706443914081145,0.004996252810392206,0.021479713603818614
PHL,2011,0.016088328075709778,0.08738170347003155,0.1235370611183355,0.2483745123537061,7.413524057217165,6.370504731861199,0.03470031545741325,0.02340702210663199,0.00583596214511041,0.0494148244473342
PHL,2012,0.009489916963226572,0.08639778568604191,0.06475485661424607,0.23496762257169287,7.3256244218316375,6.374654013444049,0.027283511269276393,0.032377428307123035,0.005931198102016607,0.034227567067530065
PHL,2013,0.022740274599542334,0.07151029748283753,0.0910871694417238,0.21645445641527913,7.860920666013712,6.382580091533181,0.02831807780320366,0.05190989226248776,0.006149885583524028,0.01665034280117532
PHL,2014,0.01993685160126297,0.08903924221921515,0.10031347962382445,0.274294670846395,7.599529780564263,6.501127649977447,0.029409111411817773,0.025078369905956112,0.005322507893549842,0.04467084639498432
PHL,2015,0.020833333333333332,0.08767893660531698,0.08949771689497717,0.24840182648401826,7.4940639269406395,6.490030674846626,0.022494887525562373,0.0273972602739726,0.004217791411042945,0.045662100456621
PHL,2016,-0.0026679602231384912,0.13800630608780015,0.08375893769152196,0.27783452502553624,7.548518896833504,6.440941062333253,0.025466893039049237,0.030643513789581207,0.021586223623575068,0.030643513789581207
PHL,2017,-0.03537735849056604,0.19693396226415094,-0.022546419098143235,0.3129973474801061,7.089522546419098,6.365762578616352,0.02613993710691824,0.019230769230769232,0.022209119496855344,0.07692307692307693
PHL,2018,0.035114503816793895,0.26615776081424936,NA,NA,NA,7.12824427480916,0.051908396946564885,NA,0.024427480916030534,NA
RUS,1971,NA,NA,0.08527131782945736,0.2180653859116953,7.3616447590158405,NA,NA,0.00977418267610381,NA,0.06167846309403438
