country,year,sotu_sent_pn,sotu_sent_ab,ungd_sent_pn,ungd_sent_ab,sotu_econ,ungd_econ,sotu_secu,ungd_secu,ungd_moral,sotu_moral,ungd_enviro,sotu_enviro
CHN,2000,NA,NA,0.1156515034695451,0.2189668465690054,NA,0.04394757131842714,NA,0.03932151117964534,0.03855050115651504,NA,0.002313030069390902,NA
CHN,2001,NA,NA,0.13696808510638298,0.24601063829787234,NA,0.043882978723404256,NA,0.0598404255319149,0.013297872340425532,NA,0.0026595744680851063,NA
CHN,2002,0.14927965668744253,0.18524573413712067,0.10105757931844889,0.199764982373678,0.07806273628282416,0.05992949471210341,0.018085215081230205,0.07755581668625147,0.01527614571092832,0.02687238173086748,0.004700352526439483,0.003269643404516195
CHN,2003,NA,NA,0.13896987366375121,0.24392614188532555,NA,0.057337220602526724,NA,0.037900874635568516,0.026239067055393587,NA,0.009718172983479106,NA
CHN,2004,NA,NA,0.1523046092184369,0.2925851703406814,NA,0.06012024048096192,NA,0.08617234468937876,0.01503006012024048,NA,0.004008016032064128,NA
CHN,2005,NA,NA,0.12461695607763024,0.2226762002042901,NA,0.06332992849846783,NA,0.04290091930541369,0.015321756894790603,NA,0.005107252298263534,NA
CHN,2006,NA,NA,0.23593287265547877,0.3010858835143139,NA,0.054294175715695954,NA,0.054294175715695954,0.027640671273445213,NA,0.0019743336623889436,NA
CHN,2007,0.16698601264610077,0.20741521364246024,0.20675105485232068,0.2607594936708861,0.07913393370377467,0.060759493670886074,0.01839432841540525,0.03713080168776371,0.015189873417721518,0.028741138149070703,0.012658227848101266,0.004981797279172255
CHN,2008,NA,NA,0.1551155115511551,0.2871287128712871,NA,0.066006600660066,NA,0.03135313531353135,0.018151815181518153,NA,0.0049504950495049506,NA
CHN,2009,NA,NA,0.1364190012180268,0.292326431181486,NA,0.12423873325213154,NA,0.06211936662606577,0.013398294762484775,NA,0.014616321559074299,NA
CHN,2010,NA,NA,0.1977401129943503,0.24858757062146894,NA,0.1115819209039548,NA,0.018361581920903956,0.02824858757062147,NA,0.005649717514124294,NA
CHN,2011,NA,NA,0.15701325889741802,0.27145847871598044,NA,0.09839497557571528,NA,0.030006978367062107,0.013258897418004187,NA,0.0027913468248429866,NA
CHN,2012,0.1700547993636203,0.21742973307406752,0.1574750830564784,0.26245847176079734,0.07168110305815803,0.06710963455149502,0.01900300512639208,0.038538205980066444,0.011295681063122924,0.03402863708679512,0.0033222591362126247,0.00618702492487184
CHN,2013,NA,NA,0.13945578231292516,0.23129251700680273,NA,0.070578231292517,NA,0.03231292517006803,0.012755102040816327,NA,0.005952380952380952,NA
CHN,2014,NA,NA,0.11495246326707001,0.31201382886776147,NA,0.020743301642178046,NA,0.06568712186689715,0.01901469317199654,NA,0.00950734658599827,NA
CHN,2015,NA,NA,0.16180904522613065,0.3306532663316583,NA,0.05025125628140704,NA,0.044221105527638194,0.022110552763819097,NA,0.004020100502512563,NA
CHN,2016,NA,NA,0.14285714285714285,0.2670807453416149,NA,0.10913930789707187,NA,0.032830523513753325,0.012422360248447204,NA,0.006211180124223602,NA
CHN,2017,0.16499595796281324,0.2299919159256265,0.18498659517426275,0.26005361930294907,0.0534357316087308,0.04289544235924933,0.019401778496362168,0.044682752457551385,0.020554066130473638,0.029426030719482618,0.002680965147453083,0.004122877930476961
GHA,1970,NA,NA,0.0878105141536684,0.2553437319468515,NA,0.07047949162333911,NA,0.019641825534373193,0.00924321201617562,NA,0.0017331022530329288,NA
GHA,1971,NA,NA,0.10238353196099675,0.2659804983748646,NA,0.06121343445287107,NA,0.024918743228602384,0.011917659804983749,NA,0.0016251354279523294,NA
GHA,1972,NA,NA,0.06594594594594595,0.2518918918918919,NA,0.053513513513513515,NA,0.025945945945945945,0.01783783783783784,NA,0.005405405405405406,NA
GHA,1973,NA,NA,0.02735810534912209,0.27480604328297265,NA,0.035524703960800326,NA,0.03511637403021641,0.02490812576561862,NA,0.0032666394446712946,NA
GHA,1974,NA,NA,0.043593833067517275,0.2817650186071239,NA,0.028708133971291867,NA,0.03880914407230197,0.023923444976076555,NA,0,NA
GHA,1975,NA,NA,0.06988120195667366,0.2613556953179595,NA,0.017470300489168415,NA,0.019566736547868623,0.009783368273934312,NA,6.988120195667365e-4,NA
GHA,1976,NA,NA,0.041103017689906346,0.27419354838709675,NA,0.03590010405827263,NA,0.03433922996878252,0.018210197710718003,NA,0.004162330905306972,NA
GHA,1977,NA,NA,0.06728160607704829,0.26370048833423765,NA,0.032013022246337494,NA,0.03581117742810635,0.010309278350515464,NA,0.0010851871947911015,NA
GHA,1978,NA,NA,0.02731958762886598,0.272680412371134,NA,0.031958762886597936,NA,0.04020618556701031,0.009278350515463918,NA,5.154639175257732e-4,NA
GHA,1979,NA,NA,0.03194726166328601,0.22768762677484786,NA,0.0603448275862069,NA,0.016734279918864097,0.016227180527383367,NA,0.002535496957403651,NA
GHA,1980,NA,NA,0.06873760740251157,0.3146067415730337,NA,0.029742233972240583,NA,0.046926635822868476,0.01982815598149372,NA,0,NA
GHA,1981,NA,NA,0.04955223880597015,0.3194029850746269,NA,0.03940298507462687,NA,0.03462686567164179,0.01791044776119403,NA,0.0029850746268656717,NA
GHA,1982,NA,NA,0.014011799410029498,0.28982300884955753,NA,0.059734513274336286,NA,0.038348082595870206,0.012536873156342183,NA,0,NA
GHA,1983,NA,NA,0.00245398773006135,0.30920245398773005,NA,0.046012269938650305,NA,0.048466257668711654,0.013496932515337423,NA,0.001226993865030675,NA
GHA,1984,NA,NA,0.04105775922059847,0.2874043145441893,NA,0.04801670146137787,NA,0.04523312456506611,0.022964509394572025,NA,0,NA
GHA,1985,NA,NA,0.015041782729805013,0.30362116991643456,NA,0.02841225626740947,NA,0.043454038997214485,0.016713091922005572,NA,5.571030640668524e-4,NA
GHA,1986,NA,NA,0.02336448598130841,0.2908878504672897,NA,0.04497663551401869,NA,0.037383177570093455,0.013434579439252336,NA,0.0029205607476635513,NA
GHA,1987,NA,NA,0.02704443013522215,0.25627817128139085,NA,0.05730843528654218,NA,0.031551835157759174,0.013522215067611075,NA,6.43915003219575e-4,NA
GHA,1988,NA,NA,0.040948275862068964,0.27227011494252873,NA,0.0603448275862069,NA,0.034482758620689655,0.010057471264367816,NA,7.183908045977011e-4,NA
GHA,1989,NA,NA,0.034597471723220224,0.2860944777112442,NA,0.07252162341982701,NA,0.036593479707252165,0.007318695941450432,NA,0.005988023952095809,NA
GHA,1990,NA,NA,0.049529780564263326,0.25517241379310346,NA,0.0664576802507837,NA,0.02946708463949843,0.026332288401253918,NA,0.003761755485893417,NA
GHA,1991,NA,NA,0.04025423728813559,0.259180790960452,NA,0.0769774011299435,NA,0.05084745762711865,0.01059322033898305,NA,0.009180790960451978,NA
GHA,1992,NA,NA,-0.002748763056624519,0.33699835074216605,NA,0.034084661902144035,NA,0.056074766355140186,0.020890599230346345,NA,0.006047278724573941,NA
GHA,1993,NA,NA,0.06147540983606557,0.29918032786885246,NA,0.028688524590163935,NA,0.05901639344262295,0.019672131147540985,NA,0.004098360655737705,NA
GHA,1994,NA,NA,0.079476861167002,0.306841046277666,NA,0.039235412474849095,NA,0.060362173038229376,0.02414486921529175,NA,0.006036217303822937,NA
GHA,1995,NA,NA,0.11565420560747663,0.316588785046729,NA,0.026869158878504672,NA,0.04789719626168224,0.012850467289719626,NA,0.004672897196261682,NA
GHA,1996,NA,NA,0.08063175394846218,0.228595178719867,NA,0.03325020781379884,NA,0.06650041562759768,0.015793848711554447,NA,0.004987531172069825,NA
GHA,1997,NA,NA,0.050199203187251,0.2685258964143426,NA,0.055776892430278883,NA,0.04462151394422311,0.010358565737051793,NA,0.0031872509960159364,NA
GHA,1998,NA,NA,0.05752636625119847,0.2665388302972196,NA,0.037392138063279005,NA,0.040268456375838924,0.03547459252157239,NA,0.003835091083413231,NA
GHA,1999,NA,NA,0.041928721174004195,0.2278127183787561,NA,0.037037037037037035,NA,0.0517120894479385,0.027253668763102725,NA,0.001397624039133473,NA
GHA,2000,NA,NA,0.10689388071262587,0.2525174283501162,NA,0.043343653250773995,NA,0.04721362229102167,0.025541795665634675,NA,0.009287925696594427,NA
GHA,2001,NA,NA,0.1261682242990654,0.2538940809968847,NA,0.06386292834890965,NA,0.06542056074766354,0.03426791277258567,NA,0.00778816199376947,NA
GHA,2002,NA,NA,0.07294429708222812,0.2639257294429708,NA,0.058355437665782495,NA,0.010610079575596816,0.03183023872679045,NA,0.006631299734748011,NA
GHA,2003,NA,NA,0.08713692946058091,0.2752420470262794,NA,0.04702627939142462,NA,0.03872752420470263,0.024896265560165973,NA,0,NA
GHA,2004,NA,NA,0.04888888888888889,0.24888888888888888,NA,0.04888888888888889,NA,0.034444444444444444,0.03111111111111111,NA,0.0033333333333333335,NA
GHA,2005,NA,NA,0.0783132530120482,0.25903614457831325,NA,0.05421686746987952,NA,0.02710843373493976,0.03313253012048193,NA,0,NA
GHA,2006,NA,NA,0.10778443113772455,0.26047904191616766,NA,0.025449101796407185,NA,0.05089820359281437,0.020958083832335328,NA,0,NA
GHA,2007,NA,NA,0.09350649350649351,0.24155844155844156,NA,0.05194805194805195,NA,0.03896103896103896,0.015584415584415584,NA,0.003896103896103896,NA
GHA,2008,0.08794674141555711,0.16082690960056062,0.10801963993453355,0.2225859247135843,0.08023826208829712,0.08346972176759411,0.003854239663629993,0.009819967266775777,0.024549918166939442,0.007708479327259986,0.006546644844517185,0.009810791871058164
GHA,2009,NA,NA,0.08190709046454768,0.30684596577017115,NA,0.09290953545232274,NA,0.02567237163814181,0.018337408312958436,NA,0.008557457212713936,NA
GHA,2010,NA,NA,0.05322128851540616,0.29971988795518206,NA,0.06582633053221289,NA,0.028011204481792718,0.008403361344537815,NA,0.00980392156862745,NA
GHA,2011,0.051929824561403506,0.16140350877192983,0.13658536585365855,0.24146341463414633,0.07508771929824562,0.03902439024390244,0.016140350877192983,0.04878048780487805,0.02926829268292683,0.010175438596491228,0.015853658536585366,0.009122807017543859
GHA,2012,0.06102494942683749,0.16217127444369522,0.10801781737193764,0.27728285077951004,0.07383681726230613,0.043429844097995544,0.013823331085637222,0.034521158129175944,0.025612472160356347,0.0070802427511800405,0.0066815144766146995,0.008428860418071477
GHA,2013,0.08814251252551494,0.1838931156058638,0.052915766738660906,0.2408207343412527,0.07311189460011133,0.05399568034557235,0.011133791055854518,0.0367170626349892,0.03023758099352052,0.013360549267025422,0.0032397408207343412,0.00946372239747634
GHA,2014,0.061218243036424855,0.14304662789511274,0.04766269477543538,0.25481209899175067,0.08784817875726966,0.03941338221814849,0.006734006734006734,0.03299725022914757,0.01924839596700275,0.010407101316192225,0.008249312557286892,0.006631976328946026
GHA,2015,0.062066613618278955,0.13754689098556325,0.036251105216622455,0.21308576480990274,0.06365806524951688,0.03801945181255526,0.006706831874502672,0.020335985853227233,0.022104332449160036,0.0072752074570876435,0.007957559681697613,0.008184608389223599
GHA,2016,0.04601042502004812,0.1308139534883721,0.08132147395171538,0.25921219822109276,0.06896551724137931,0.04955527318932656,0.007317562149157979,0.032401524777636595,0.01905972045743329,0.009522854851643945,0.010800508259212199,0.007618283881315156
GHA,2017,0.0774935113088617,0.19985168705969597,0.11885895404120443,0.2583201267828843,0.08490915832406377,0.03645007923930269,0.012977382276603633,0.020602218700475437,0.022187004754358162,0.011865035224323322,0.006339144215530904,0.00482017055988135
GHA,2018,0.082291363768537365,0.20383832509450422,NA,NA,0.05931956964233789,NA,0.01279441698168072,NA,NA,0.006687990694969468,NA,0.00639720849084036
PHL,1935,0.05843801201529219,0.21900600764609504,NA,NA,0.026215182960131075,NA,0.04860731840524304,NA,NA,0.010922992900054615,NA,0
PHL,1936,0.05056980056980057,0.16809116809116809,NA,NA,0.07763532763532764,NA,0.014957264957264958,NA,NA,0.00819088319088319,NA,7.122507122507123e-4
PHL,1937,0.10693359375,0.20166015625,NA,NA,0.04296875,NA,0.005859375,NA,NA,0.0205078125,NA,0.00244140625
PHL,1938,0.02682701202590194,0.20259019426456984,NA,NA,0.15541165587419056,NA,0.0037002775208140612,NA,NA,0.011100832562442183,NA,9.250693802035153e-4
PHL,1939,0.10303030303030303,0.18484848484848485,NA,NA,0.0898989898989899,NA,0.013636363636363636,NA,NA,0.011616161616161616,NA,0.0035353535353535356
PHL,1940,0.019279128248113998,0.16848281642917015,NA,NA,0.08507963118189438,NA,0.006705783738474434,NA,NA,0.006286672254819782,NA,0.0016764459346186086
PHL,1941,0.04419889502762431,0.13303867403314917,NA,NA,0.08353591160220994,NA,0.010607734806629835,NA,NA,0.0061878453038674034,NA,0.0037569060773480663
PHL,1945,0.03405405405405405,0.27297297297297296,NA,NA,0.00972972972972973,NA,0.03945945945945946,NA,NA,0.015135135135135135,NA,0.002162162162162162
PHL,1946,0.008830497523153133,0.1949170794744777,NA,NA,0.0814128796037045,NA,0.03015291837174241,NA,NA,0.005815205685978893,NA,0.002153779883695886
PHL,1947,0.05566218809980806,0.1854126679462572,NA,NA,0.06852207293666027,NA,0.031861804222648754,NA,NA,0.0049904030710172746,NA,0.0024952015355086373
PHL,1948,0.04673762147154095,0.2156409069875058,NA,NA,0.0900046274872744,NA,0.026839426191577972,NA,NA,0.00971772327626099,NA,0.0016196205460434984
PHL,1949,0.084491587417703,0.1964155084125823,NA,NA,0.09948792977322604,NA,0.015362106803218726,NA,NA,0.005852231163130944,NA,0.002560351133869788
PHL,1950,0.03561887800534283,0.16028495102404275,NA,NA,0.09795191451469279,NA,0.019590382902938557,NA,NA,0.007123775601068566,NA,0.003561887800534283
PHL,1951,0.07892882311486962,0.2339675828047921,NA,NA,0.07258632840028188,NA,0.0408738548273432,NA,NA,0.012684989429175475,NA,0.004228329809725159
PHL,1952,0.047067088162978575,0.19880576044959605,NA,NA,0.08148928696873903,NA,0.020021074815595362,NA,NA,0.010186160871092378,NA,0.007024938531787847
PHL,1953,0.054312145628170695,0.1378692927484333,NA,NA,0.11787526111608475,NA,0.013130408833184124,NA,NA,0.008355714712026261,NA,0.0026857654431512983
PHL,1954,0.06045156591405681,0.2381646030589949,NA,NA,0.10633648943918426,NA,0.009468317552804079,NA,NA,0.014566642388929352,NA,0.003641660597232338
PHL,1955,0.09893871961656966,0.17699418007531667,NA,NA,0.11297500855871277,NA,0.013009243409791168,NA,NA,0.010612803834303321,NA,0.003423485107839781
PHL,1956,0.09325210871602624,0.1429240862230553,NA,NA,0.1148078725398313,NA,0.005623242736644799,NA,NA,0.00937207122774133,NA,0.004686035613870665
PHL,1957,0.09327266818329542,0.13617159571010726,NA,NA,0.11472213194670133,NA,0.012999675008124796,NA,NA,0.011049723756906077,NA,0.004549886252843679
PHL,1958,0.05467625899280575,0.13381294964028778,NA,NA,0.10767386091127099,NA,0.01079136690647482,NA,NA,0.005995203836930456,NA,0.004796163069544364
PHL,1959,0.0586427051312367,0.16174036415228185,NA,NA,0.10829983447623552,NA,0.011113738472452117,NA,NA,0.005675100496571293,NA,0.0023646252069047056
PHL,1960,0.09859604339502234,0.15603063178047225,NA,NA,0.10465858328015316,NA,0.009891512444160817,NA,NA,0.006062539885130823,NA,0.004148053605615826
PHL,1961,0.08053166536356529,0.16497263487099295,NA,NA,0.10815741464685953,NA,0.01198853270784467,NA,NA,0.005994266353922335,NA,0.003127443315089914
PHL,1962,0.07875833760903027,0.15315546434068752,NA,NA,0.13622370446382762,NA,0.002052334530528476,NA,NA,0.008978963571062083,NA,0.004104669061056952
PHL,1963,0.07237838747685575,0.17875778488469954,NA,NA,0.0915670762497896,NA,0.012287493687931325,NA,NA,0.011614206362565225,NA,0.00235650563878135
PHL,1964,0.1407907425265188,0.36065573770491804,NA,NA,0.0665380906460945,NA,0.009643201542912247,NA,NA,0.019286403085824494,NA,0.0019286403085824494
PHL,1965,0.07297003570874087,0.14904517931998137,NA,NA,0.09191119391398851,NA,0.008383791336748951,NA,NA,0.009315323707498836,NA,0.0020183201366247476
PHL,1966,0.024263431542461005,0.2391681109185442,NA,NA,0.07163489312536106,NA,0.01848642403235124,NA,NA,0.00924321201617562,NA,0.0028885037550548816
PHL,1967,0.03948772678762007,0.18951059612745846,NA,NA,0.10809574630279006,NA,0.011587132184784266,NA,NA,0.0086903491385882,NA,0.0021344717182497333
PHL,1968,0.06334841628959276,0.13725490196078433,NA,NA,0.10960281548516843,NA,0.01608848667672197,NA,NA,0.005027652086475616,NA,0.0047762694821518355
PHL,1969,0.02545564090977557,0.15710197318873323,NA,NA,0.09188130742581714,NA,0.013255008284380178,NA,NA,0.011146256966410605,NA,0.0022593764121102574
PHL,1970,0.05052099778970635,0.18882222923902747,0.045278137128072445,0.2652005174644243,0.08509630565203663,0.028460543337645538,0.023365961477739186,0.02457956015523933,0.031047865459249677,0.010262077676034102,0.0038809831824062097,0.001420903062835491
PHL,1971,0.03823921742996887,0.15236401363568994,0.06443514644351464,0.18326359832635983,0.10286053060619535,0.04100418410041841,0.007114273010226767,0.01882845188284519,0.012552301255230125,0.011857121683711279,0.0029288702928870294,8.892841262783459e-4
PHL,1972,0.020371091215777865,0.1623199688594784,0.09583333333333334,0.2635416666666667,0.09251329959776826,0.033854166666666664,0.02089009990917348,0.027083333333333334,0.019270833333333334,0.008563643441027637,0.005208333333333333,0.004671078240560529
PHL,1973,0.02238209432454037,0.1606714628297362,0.09358417752050169,0.23347805113362277,0.09632294164668265,0.03135552339604438,0.010391686650679457,0.025566811384466957,0.027496382054992764,0.015187849720223821,0.003859141341051616,0.004396482813749001
PHL,1974,0.013447782546494993,0.1759656652360515,0.022637795275590553,0.21358267716535434,0.05779685264663805,0.050688976377952756,0.0240343347639485,0.021161417322834646,0.023622047244094488,0.01602288984263233,9.84251968503937e-4,8.583690987124463e-4
PHL,1975,0.015378221113881962,0.20989193682460516,0.1041041041041041,0.21421421421421422,0.06899418121363259,0.06406406406406406,0.01371571072319202,0.014014014014014014,0.026026026026026026,0.011637572734829594,0,0.0016625103906899418
PHL,1976,0.04066985645933014,0.14413875598086123,0.04304828388598022,0.2571262361838278,0.09419856459330143,0.02675974403723095,0.011363636363636364,0.03606748109365911,0.013379872018615475,0.010466507177033494,0.0017452006980802793,0.0029904306220095694
PHL,1977,0.042354934349851756,0.17619652689538332,0.09914712153518124,0.2420042643923241,0.1058873358746294,0.03411513859275053,0.008047437526471834,0.0255863539445629,0.021321961620469083,0.016518424396442185,0.0010660980810234541,0.002964845404489623
PHL,1978,0.04470021413276231,0.20529978586723768,0.04318936877076412,0.21926910299003322,0.042826552462526764,0.036544850498338874,0.00936830835117773,0.03737541528239203,0.04817275747508306,0.016059957173447537,0.004152823920265781,0.001873661670235546
PHL,1979,-0.0025404890441409972,0.1340107970784376,0.028284671532846715,0.23448905109489052,0.10892346776754525,0.020985401459854013,0.007939028262940616,0.029197080291970802,0.023722627737226276,0.006986344871387742,9.124087591240876e-4,0.0031756113051762463
PHL,1980,0.06334841628959276,0.16189039718451484,0.030217186024551465,0.26817752596789424,0.1035696329813977,0.018885741265344664,0.01860231271995978,0.039660056657223795,0.0066100094428706326,0.006033182503770739,0.0028328611898017,0.0030165912518853697
PHL,1981,0.06385932438685793,0.13882461823229986,0.004338394793926247,0.2588575560375994,0.07681628875520592,0.026030368763557483,0.004627487274409995,0.049891540130151846,0.005061460592913955,0.013882461823229986,0.0021691973969631237,0.0037019898195279964
PHL,1982,0.0027159152634437804,0.15154807170016296,0.10762800417972831,0.2560083594566353,0.038565996740901685,0.012539184952978056,0.00977729494839761,0.02612330198537095,0.008359456635318705,0.01683867463335144,0.0010449320794148381,0.0021727322107550242
PHL,1983,0.03766025641025641,0.17227564102564102,0.04007633587786259,0.2366412213740458,0.08974358974358974,0.02099236641221374,0.003205128205128205,0.04961832061068702,0.019083969465648856,0.006009615384615385,9.541984732824427e-4,0.001201923076923077
PHL,1984,0.03861003861003861,0.22614451185879758,0.04971857410881801,0.3030018761726079,0.1075565361279647,0.06097560975609756,0.014340871483728626,0.06941838649155722,0.01594746716697936,0.009376723662437948,0.0028142589118198874,0.0027578599007170436
PHL,1985,0.036328871892925434,0.19694072657743786,0.07339927121290994,0.2545549193128579,0.1147227533460803,0.09057782404997397,0.017208413001912046,0.03591879229567933,0.012493492972410203,0.012746972594008922,5.205622071837585e-4,0.0028680688336520078
PHL,1986,NA,NA,0.06818181818181818,0.3984848484848485,NA,0.0030303030303030303,NA,0.02878787878787879,0.04696969696969697,NA,0.0015151515151515152,NA
PHL,1987,0.05176470588235294,0.2823529411764706,0.06451612903225806,0.32014607425441266,0.06274509803921569,0.02678027997565429,0.022745098039215685,0.04017041996348144,0.029214850882531954,0.014901960784313726,0.004869141813755326,0.001568627450980392
PHL,1988,0.04768683274021352,0.23701067615658364,-0.0475785896346644,0.27187765505522515,0.08113879003558719,0.11045029736618521,0.015658362989323844,0.016992353440951572,0.011045029736618521,0.0298932384341637,0.002548853016142736,0.0014234875444839859
PHL,1989,0.04783599088838269,0.2422171602126044,0.003076923076923077,0.24512820512820513,0.09567198177676538,0.10051282051282051,0.017463933181473046,0.013333333333333334,0.015384615384615385,0.018223234624145785,0.003076923076923077,0.005315110098709187
PHL,1990,0.06656346749226007,0.2043343653250774,0.017777777777777778,0.28888888888888886,0.06037151702786378,0.044444444444444446,0.01238390092879257,0.04777777777777778,0.02666666666666667,0.018188854489164085,0,0.0027089783281733747
PHL,1991,0.0514018691588785,0.2917222963951936,0.07110091743119266,0.20871559633027523,0.03204272363150868,0.006880733944954129,0.01335113484646195,0.017201834862385322,0.0481651376146789,0.027369826435246995,0.0034403669724770644,0.0020026702269692926
PHL,1992,0.028841111693759833,0.20503408495018352,0.10420711974110032,0.2686084142394822,0.07341373885684321,0.040776699029126215,0.02202412165705296,0.036245954692556634,0.02394822006472492,0.015207131620346093,0.008414239482200648,0.0036706869428421605
PHL,1993,0.08627678054429647,0.22177185871453386,-0.016366612111292964,0.24713584288052373,0.09669947886508395,0.05073649754500818,0.008106543138390272,0.03764320785597381,0.027004909983633387,0.009264620729588882,0.006546644844517185,0.0052113491603937466
PHL,1994,0.05662983425414365,0.21593001841620627,0.09230769230769231,0.25034965034965034,0.10313075506445672,0.05174825174825175,0.007826887661141806,0.045454545454545456,0.08181818181818182,0.020718232044198894,0.004195804195804196,0.005985267034990792
